L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,Attack
0.8900701095174816,0.006762429589827352,0.08771929824561403,0.39737991266375544,0.0002214919671562961,0.00022902161964089414,0.000590855976218047,0.014760147601476014,0.4634146341463415,0.43902439024390244,0.6129032258064516,0.9999529681957902,0.13079896907216496,0.19689621726479148,0.25098039215686274,0.25098039215686274,0.0075294117647058826,0.05825242718446602,0.40310077519379844,0.0075294117647058826,3.807017491414412e-10,2.210665180468047e-06,0.0,0.0,0.0,0.0,5.2675937631689846e-05,3.281701233919664e-05,5.6070469365899056e-05,0.0,0.0,0.0,0.0,0.44556343938353554,0.44190127412832836,0.0,0.0,0.0,0.0,0.0,0.0,1,ddos
0.025095846889367487,0.9898487230762186,0.08771929824561403,0.0,2.4610218572921786e-05,0.0,0.0,0.0,0.4878048780487805,0.4878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0028235294117647065,0.029126213592232997,0.0,0.0028235294117647065,0.0,0.0,0.0,0.0,0.0,0.0,0.002107037505267594,0.0,5.607046936589906e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,scanning
0.6288472406787946,0.0008090491382863424,0.2807017543859649,0.0,4.5802351232937774e-05,0.0,0.00018728024246197024,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01011764705882353,0.10436893203883493,0.5503875968992248,0.01011764705882353,4.0978313275641246e-11,7.00701909880497e-07,0.0,0.0,0.0,0.0,0.003739991571849979,0.002330007876082961,1.1214093873179812e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35423700331505215,0.00392156862745098,0.0,0.0,1,dos
0.7937191647955522,0.0012212062464699506,0.08771929824561403,0.03056768558951965,0.00018047493620142643,0.00018321729571271528,0.000633059974519336,0.014760147601476014,0.43902439024390244,0.43902439024390244,0.5806451612903225,0.0,0.0,0.0,0.25098039215686274,0.25098039215686274,0.0075294117647058826,0.05825242718446602,0.40310077519379844,0.0075294117647058826,3.0138888473697427e-10,2.368569836215764e-06,0.0,0.0,0.0,0.0,0.01411715128529288,0.007876082961407193,5.046342242930915e-05,0.0,0.0,0.0,0.0,0.44556343938353554,0.08838025482566568,0.0,0.0,0.0,0.0,0.0,0.0,1,ddos
0.8145381783744979,0.0008090491382863424,0.2807017543859649,0.0,4.17006481374508e-05,0.0,0.00017145374309898684,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008705882352941178,0.08980582524271843,0.5038759689922481,0.008705882352941178,3.3047026835194546e-11,6.414876639751028e-07,0.0,0.0,0.0,0.0,0.00342393594605984,0.0021331058020477816,1.1214093873179812e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7784720206541499,0.10980392156862745,0.0,0.0,1,xss
0.9085215903710153,0.14039292310980173,0.08771929824561403,0.03056768558951965,0.0003076277321615223,0.00022902161964089414,0.060180263827744385,0.07011070110701106,0.6585365853658537,0.6585365853658537,0.8709677419354839,0.0,0.0,0.0,0.5019607843137255,0.5019607843137255,0.3463529411764706,0.029126213592232997,0.31007751937984496,0.3463529411764706,5.472587643908217e-10,0.0002251621700552611,0.0,0.0,0.0,0.0,0.02391487568478719,0.7487201365187713,4.4856375492719246e-05,0.0006613756613756613,0.0,0.0,0.05976095617529881,0.9802395666437781,0.44556343938353554,0.0,0.0,0.0,0.0,0.0,0.0,0,Benign
0.6656585559577816,0.0012212062464699506,0.08771929824561403,0.03056768558951965,0.0006856680341289042,0.0006870648589226823,0.011962195768521621,0.055350553505535055,0.6585365853658537,0.6585365853658537,0.8709677419354839,0.9998838174737589,0.32216494845360827,0.48496605237633367,0.25098039215686274,0.25098039215686274,0.3463529411764706,0.029126213592232997,0.31007751937984496,0.3463529411764706,1.278258997985325e-09,4.4756100863493715e-05,0.0,0.0,0.0,0.0,0.00010535187526337969,0.0002953531110527697,0.00014578322035133754,0.0,0.05555555555555555,0.07142857142857142,0.00796812749003984,0.44556343938353554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,password
0.6836212558615529,0.0012212062464699506,0.08771929824561403,0.03056768558951965,0.0034919165686245687,0.00036643459142543056,0.006293671246679733,0.02214022140221402,0.6585365853658537,0.6585365853658537,0.8709677419354839,0.0,0.0,0.0,0.25098039215686274,0.25098039215686274,0.3463529411764706,0.05825242718446602,0.40310077519379844,0.3463529411764706,6.70458080432427e-09,2.354753178837839e-05,0.0,0.0,0.0,0.0,0.2692793931731985,0.07830139144132318,5.046342242930915e-05,0.0,0.027777777777777776,0.07142857142857142,0.01593625498007968,0.44556343938353554,0.4096589608606088,0.0,0.0,0.0,0.0,0.0,0.0,1,xss
0.8306374009072997,0.0008090491382863424,0.2807017543859649,0.0,4.3751499685194286e-05,0.0,0.00017936699278047854,0.0036900369003690036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009411764705882352,0.09708737864077668,0.5271317829457365,0.009411764705882352,3.70126700554179e-11,6.710947869277999e-07,0.0,0.0,0.0,0.0,0.0035819637589549094,0.0022315568390653714,1.1214093873179812e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06173329870606028,0.10980392156862745,0.0,0.0,1,xss
0.8557943454153875,0.006762429589827352,0.08771929824561403,0.39737991266375544,7.383065571876535e-05,4.580432392817882e-05,0.0002954279881090235,0.007380073800738007,0.4634146341463415,0.43902439024390244,0.6129032258064516,0.9999892897871602,0.0,0.04558680892337536,0.25098039215686274,0.25098039215686274,0.0075294117647058826,0.05825242718446602,0.40310077519379844,0.0075294117647058826,9.51754372853603e-11,1.1053325902340234e-06,0.0,0.0,0.0,0.0,0.0058997050147492625,6.563402467839328e-05,2.2428187746359623e-05,0.0,0.0,0.0,0.0,0.44556343938353554,0.44190127412832836,0.0,0.0,0.0,0.0,0.0,0.0,1,ddos
